# Time-averaged data for fix msd_out
# TimeStep c_msd_all[4]
241400 369.354
241500 369.311
241600 369.566
241700 369.697
241800 369.935
241900 370.331
242000 370.614
242100 370.55
242200 370.592
242300 370.96
242400 371.118
242500 371.1
242600 370.797
242700 370.773
242800 371.064
242900 371.321
243000 371.408
243100 371.558
243200 371.766
243300 372.049
243400 372.148
243500 372.329
243600 373.065
243700 373.257
243800 373.807
243900 374.067
244000 374.517
244100 374.775
244200 374.564
244300 374.634
244400 374.595
244500 374.773
244600 374.658
244700 374.485
244800 374.415
244900 374.716
245000 374.894
245100 375.688
245200 375.935
245300 375.85
245400 376.021
245500 376.089
245600 376.151
245700 376.528
245800 376.523
245900 376.691
246000 376.659
246100 376.594
246200 376.805
246300 377.036
246400 376.953
246500 377
246600 377
246700 377.182
246800 377.283
246900 377.552
247000 377.152
247100 377.273
247200 377.055
247300 377.276
247400 377.551
247500 377.694
247600 377.668
247700 377.821
247800 377.713
247900 377.788
248000 377.799
248100 377.946
248200 377.862
248300 378.041
248400 378.459
248500 378.494
248600 378.421
248700 378.627
248800 378.799
248900 379.185
249000 379.294
249100 379.219
249200 379.765
249300 380.074
249400 380.3
249500 380.475
249600 380.4
249700 380.8
249800 380.989
249900 380.947
250000 381.015
